-2.4758003,-0.79792345,-3.4451747,17.3862,-2.8408115,5.8654895,-3.2952769,-1.304571,-4.2187295,-4.949412,3
1.7588425,10.108975,-9.03727,-5.177572,-10.513963,-5.332276,-2.8750198,-5.730409,26.370106,0.38399833,8
3.6329618,13.094256,-7.37362,-7.28049,-4.639029,-7.6004276,-3.774813,-6.009932,19.095375,0.7983155,8
12.904405,1.6677332,0.6813586,0.12053323,-8.9766445,-5.528666,-6.9078,-3.4676447,4.8900657,4.5035567,0
-4.223147,1.9862036,1.5766208,-1.485251,2.324995,-6.4649997,15.251389,-7.125943,-2.1317217,0.24992846,6
-8.338916,-3.44981,-3.3447657,3.440033,-0.26764843,1.738997,21.222921,-2.1568577,-4.4369645,-4.433593,6
-1.6794432,10.561961,-4.4216585,-0.1372236,-8.313912,0.79437804,-2.6556964,-0.36051017,-5.0203176,10.998524,1
2.6752512,-4.7159758,3.1437833,-4.151991,-6.0149364,-1.0879946,15.956135,-6.06375,-2.2597606,2.4630659,6
-2.3766463,-3.1297193,-6.2910976,20.765715,-1.9568708,4.838058,-2.16021,-2.742454,-3.3561506,-3.6459255,3
-4.495707,14.359429,-6.863295,-4.675345,-1.4987131,-2.4181733,-1.9116299,-0.13285327,0.6147113,6.8618016,1
19.631613,-3.4902396,-3.322788,-0.44554985,-2.8483026,2.9214277,-2.9619067,-6.975432,-3.0287013,0.35321867,0
-3.487813,3.0673208,-7.707939,-2.3449469,-8.258891,-2.1347218,-3.3321786,-1.5789498,-1.5500531,27.15412,9
-8.591165,-3.095727,-2.9124556,3.9064727,4.289909,16.875776,-1.3385751,3.9797935,-8.673375,-4.552666,5
-4.069349,4.226146,-4.398261,-3.1296992,-2.735531,-3.604444,-0.88129026,17.868172,-2.5631921,-0.76724494,7
-5.2688212,4.3343487,-8.227831,-2.8918858,-5.844383,-2.0651646,-4.875084,-3.920373,0.8809266,27.704855,9
1.8678566,0.37745202,-2.2762985,-6.848094,-2.4096,-6.862991,9.518728,-7.0666566,14.941953,-1.2394127,8
-4.382239,-3.5823317,-4.401834,-1.3028051,-4.9160347,17.058031,-1.1670315,7.224834,-2.9533508,-1.7073562,5
-3.4493177,0.4615898,1.7149856,-0.95787966,-3.514607,-1.638408,-4.8374324,14.382838,-5.83954,3.5213318,7
1.3262204,3.0238028,-5.452833,-6.451068,-1.601636,-7.488916,-1.2882695,-4.059819,20.377712,1.594382,8
-3.5122004,-1.2226542,1.1396201,-4.1154833,-1.3738782,-3.3079705,19.217916,-5.5351295,-2.1889079,0.9091774,6
-1.265474,1.1987181,-4.29862,1.9500009,-2.2176354,-0.00033519603,-7.6252904,13.531763,-4.759339,3.3747802,7
12.295602,-3.3924675,7.8857403,-1.3161361,-6.454253,-2.6838226,0.25806838,-5.886481,0.2415303,-1.0377405,0
5.522416,-7.6843534,3.1419337,-1.2564422,10.494741,-2.694662,2.354824,-7.6968307,2.8533037,-5.076387,4
-2.545265,1.7335659,-2.7401183,-3.3605385,-7.3288255,-1.2560831,-0.6866024,-4.6077147,-3.7186666,24.33417,9
-6.9770265,-3.848373,-3.2409637,1.6195127,4.181665,20.874498,-3.6722443,0.6501639,-5.1065893,-4.606066,5
-0.7111591,-5.0104966,8.374965,1.6897119,-5.7911043,2.1558096,3.6510084,0.47490048,-2.572503,-2.365354,2
-6.548283,-6.017033,-2.0845742,2.8342915,18.270496,3.7826226,-1.3943164,-1.6198252,-4.495814,-2.7665324,4
19.761948,-0.3782246,-3.882033,-4.156351,-2.8136528,-5.208939,3.558203,-2.8068647,-2.1662457,-1.9617635,0
-5.6970615,6.2205586,-4.1548905,-1.784237,-7.9058514,-3.5980563,-5.500647,-3.5484128,-2.0874133,27.84134,9
-3.7542186,-3.9363523,1.8080933,-4.4754343,-1.2712467,0.8412707,14.63215,-2.150011,-3.3992329,1.6790768,6
-5.028155,-2.3016381,-1.258174,1.965019,-2.4663477,-2.9037883,18.702301,-3.9995303,-3.6124334,0.86829436,6
-1.7541196,-3.6132002,-2.2070239,2.1751862,-1.0097022,18.083822,-1.6426582,-1.0122237,-3.4423692,-5.7067895,5
-2.5610223,-7.117187,0.9997892,-1.6065975,15.050132,-4.4121327,-0.8590172,0.6959132,3.0966506,-3.2602813,4
-2.0850372,-1.6221496,-0.7805888,-1.7732078,-0.41098306,19.281464,-1.3408265,-3.5251298,-2.951107,-4.9647107,5
0.60828364,-0.84262455,-3.0473797,-3.3494935,-5.268021,-5.578509,-3.5505145,-3.2573018,2.3016353,21.869051,9
-6.408831,2.481979,6.7023115,7.1148834,-4.622519,-4.1062427,3.3112788,-4.713617,0.4237175,-0.26035953,2
-6.880872,-4.627786,-2.1671143,-0.7711791,17.728928,2.8095527,-3.207482,5.1440654,-4.1037083,-3.9772878,4
2.164006,6.38723,-6.5497017,-1.4657226,-5.8411055,-2.4264421,-5.40212,-0.007775247,1.4842901,11.522734,1
-3.386015,1.7977926,-5.7371044,-1.3195285,-7.097937,-0.06721542,-2.1007926,-0.8563979,-0.7135253,19.348564,9
1.2592506,-0.72548616,-3.9774435,-1.3864589,-3.628826,16.923666,-2.4175837,-3.574833,-0.6348258,-1.9854177,5
-0.38599834,-0.55640304,4.620984,-4.144844,16.48896,-4.9944253,-3.3082483,-0.8663058,-2.8143167,-4.0771255,4
-3.2116795,-3.7409763,0.49247587,1.9470142,-3.159889,-1.0478177,19.537073,-5.111933,-4.652406,-1.0990222,6
-2.128815,-1.9612426,-0.81821084,-4.7595525,0.53191596,12.895565,-3.760346,7.3936734,-3.9855742,-3.559034,5
-6.2537446,0.46653616,-0.039736092,0.96977437,-3.4152224,1.984757,18.071873,-6.102239,-2.5402508,-3.198214,6
21.537601,1.5685128,-3.0203674,-6.358062,-4.0185404,-5.7800555,-4.623226,-3.141086,1.1337743,2.5952637,0
-2.3302479,5.1228886,-6.958768,-1.9150032,-7.9976425,-3.4286916,-4.288581,-1.206353,-1.2087908,24.033237,9
-7.291252,-6.606618,4.881577,13.570472,-0.8344973,1.4122283,0.5912229,1.7688953,-2.7337368,-4.7822313,3
-0.62359536,4.693606,-6.436044,-5.613779,-4.8770666,-7.896628,-1.2202499,-2.661768,10.297032,14.237929,9
