2.3661317e-09,1.266867e-08,8.9752067e-10,0.9999901,1.6425422e-09,9.922359e-06,1.0426644e-09,7.633029e-09,4.1408954e-10,1.9941736e-10
2.0486328e-11,8.667231e-08,4.1953889e-16,1.9907534e-14,9.581929e-17,1.7054178e-14,1.9906899e-13,1.1453126e-14,0.9999999,5.180565e-12
1.9216972e-07,0.002469865,3.1885104e-12,3.4997166e-12,4.9114008e-11,2.5414768e-12,1.1655464e-10,1.2468949e-11,0.9975299,1.1287915e-08
0.999424,1.3174234e-05,4.9130163e-06,2.8040442e-06,3.1400058e-10,9.8711705e-09,2.4855282e-09,7.7528085e-08,0.0003304961,0.00022454721
3.4858956e-09,1.7338067e-06,1.1511221e-06,5.3872544e-08,2.432966e-06,3.7041598e-10,0.99999416,1.9126971e-10,2.8223356e-08,3.0545422e-07
1.4502994e-13,1.9264996e-11,2.1398763e-11,1.8922986e-08,4.6426293e-10,3.453337e-09,1.0,7.0192484e-11,7.1788252e-12,7.2030745e-12
1.8945849e-06,0.39254418,1.2206331e-07,8.857105e-06,2.4900104e-09,2.2484393e-05,7.1372773e-07,7.0846695e-06,6.707969e-08,0.6074146
1.7068012e-06,1.0524791e-09,2.7268675e-06,1.8499051e-09,2.871326e-10,3.961198e-08,0.99999416,2.7345337e-10,1.2272553e-08,1.3804865e-06
8.9002125e-11,4.191265e-11,1.7757247e-12,0.9999999,1.3542734e-10,1.209781e-07,1.1050896e-10,6.173505e-11,3.3420072e-11,2.5012627e-11
6.472568e-09,0.99944407,6.065215e-10,5.408301e-09,1.296148e-07,5.1681848e-08,8.576841e-08,5.079723e-07,1.0727612e-06,0.0005540897
0.9999999,9.084621e-11,1.0740642e-10,1.9080924e-09,1.7262221e-10,5.531697e-08,1.540846e-10,2.784245e-12,1.4412867e-10,4.241305e-09
4.924673e-14,3.461273e-11,7.237682e-16,1.5442538e-13,4.171818e-16,1.9055391e-13,5.7539904e-14,3.3219028e-13,3.419294e-13,1.0
8.7065095e-12,2.120715e-09,2.547281e-09,2.3307707e-06,3.4199818e-06,0.99999166,1.22914745e-08,2.5080851e-06,8.019374e-12,4.9401744e-10
2.9693076e-10,1.1894422e-06,2.1370279e-10,7.598709e-10,1.1270033e-09,4.7267296e-10,7.1979955e-09,0.9999988,1.33897e-09,8.06754e-09
4.783161e-15,7.084645e-11,2.4810344e-16,5.1523378e-14,2.689997e-15,1.1777273e-13,7.0910655e-15,1.8422035e-14,2.2413811e-12,1.0
